,ASSETID,the_geom,INT_ID_FRO,INT_ID_TO,STNUM,MAPSHEET,ID,ADRF,ADRT,ZIP_R,ADLF,ADLT,ZIP_L,TDIR,STNAME,STSFX,SFXDIR,STNAME_A,STSFX_A,SECT_ID,SHAPE_Leng,SYMBOL,STREET_DES,PLANNING_S,TOOLTIP
408,517,"MULTILINESTRING ((-118.464821935542 34.047762674381325, -118.46439032164987 34.04739351740017, -118.46391258319778 34.04698489924028))",14110,14127,1606,129B145,24155,1151,1199,90049,1150,1198,90049,S,WESTGATE,AVE,,,,5916100,394.96787972,4,Local Street,,WESTGATE AVE  \nStreet Designation: Local Street
409,518,"MULTILINESTRING ((-118.46911574910855 34.04716063321849, -118.46961101892565 34.04676853066239, -118.47006244841343 34.046402143521966))",14121,14140,4569,129B145,24166,12101,12199,90049,12100,12198,90049,W,MAYFIELD,AVE,,,,3573900,398.050430437,4,Local Street,,MAYFIELD AVE  \nStreet Designation: Local Street
410,519,"MULTILINESTRING ((-118.26536772235437 34.12313020650363, -118.26595057563917 34.12383127140964))",14547,14539,7046,156A207,25296,3931,3959,90039,3930,3958,90039,W,EDENHURST,AVE,,,,1717200,310.176730163,4,Local Street,,EDENHURST AVE  \nStreet Designation: Local Street
411,520,"MULTILINESTRING ((-118.37314377616205 34.07452725619082, -118.37314186155045 34.073451925652954, -118.37314181119527 34.07342444555637, -118.37314107622333 34.07301102324503))",13207,13226,3841,138B173,22539,101,199,90048,100,198,90048,S,ORLANDO,AVE,,,,4087800,551.78678921,4,Local Street,,ORLANDO AVE  \nStreet Designation: Local Street
412,521,"MULTILINESTRING ((-118.37314107622333 34.07301102324503, -118.37321738681361 34.072575946604125, -118.37329665217906 34.072089813156836))",13226,13232,3841,138B173,22555,301,349,90048,300,348,90048,S,ORLANDO,AVE,,,,4087900,338.544742789,4,Local Street,,ORLANDO AVE  \nStreet Designation: Local Street
413,522,"MULTILINESTRING ((-118.34978942213102 34.06967073434725, -118.35107465529941 34.069925729842886))",13269,13264,1239,135B181,22591,5951,5999,90036,5950,5998,90036,W,3RD,ST,,,,6235500,400.14031060400004,2,Secondary Highway,,3RD ST  \nStreet Designation: Secondary Highway
414,523,"MULTILINESTRING ((-118.34185855888316 34.06889868617088, -118.34293224332302 34.06889561963493))",13278,13279,1239,135B181,22603,5601,5649,90036,5600,5648,90036,W,3RD,ST,,,,6234800,325.169270935,2,Secondary Highway,,3RD ST  \nStreet Designation: Secondary Highway
415,524,"MULTILINESTRING ((-118.34185499414721 34.06689232568778, -118.34292856416187 34.06688902328986))",13298,13299,1232,135B181,22633,5551,5599,90036,5550,5598,90036,W,4TH,ST,,,,6256100,325.142721998,4,Local Street,,4TH ST  \nStreet Designation: Local Street
416,525,"MULTILINESTRING ((-118.37095806379672 34.06680683953082, -118.3731207236818 34.0670488912766, -118.3735474380696 34.06686819004357))",13301,13302,5024,135B173,22638,6601,6699,90048,6600,6698,90048,W,LINDENHURST,AVE,,,,3246800,805.881146287,4,Local Street,,LINDENHURST AVE  \nStreet Designation: Local Street
417,526,"MULTILINESTRING ((-118.53194170527723 34.05287256531643, -118.53194705572614 34.05288086988599, -118.5319530997097 34.05289061977214, -118.53195892052631 34.05290042645776, -118.53196453725323 34.052910315620444, -118.53196994472299 34.05292028585169, -118.5319751412344 34.0529303400215, -118.53198012319385 34.052940453815324, -118.5319848993621 34.0529506529562, -118.53198945410065 34.0529609117514, -118.53199379949073 34.05297123730384, -118.53199792345096 34.05298162251068, -118.53200183112126 34.05299206448694, -118.53200551737065 34.05300256754886, -118.53200898211712 34.05301311881593, -118.5320122253697 34.05302371971949, -118.53201524709193 34.05303436453484, -118.53201803695812 34.05304505187627, -118.5320206156012 34.053055781652986, -118.53202296920205 34.05306654390738, -118.53202508745319 34.053077340116175, -118.53202698580193 34.05308816591766, -118.53202865216687 34.05309901420914, -118.53203009000482 34.05310988783778, -118.532031306148 34.053120779617466, -118.53206645153305 34.053469768264556, -118.53206686515375 34.053474513724304, -118.53206725010718 34.05348205157668, -118.53206732004243 34.05348953356909, -118.53206722874258 34.05349356279237, -118.5320670617517 34.05349758662427, -118.53206650398867 34.053505054207925, -118.53206561027459 34.05351268929063, -118.53206440001371 34.05352029857528, -118.5320628696669 34.053527866334264, -118.53206102603906 34.053535381087954, -118.53205892297755 34.05354265797471, -118.53205760082525 34.05354673269439, -118.53205504143341 34.05355390425179, -118.53205211129186 34.05356117905759, -118.532048957615 34.05356818292063, -118.53204714154062 34.05357191919131, -118.53204524616321 34.0535756228938, -118.53204151009139 34.05358243611088, -118.53203739084228 34.053589291089516, -118.53203298200117 34.05359603284803, -118.53202841650912 34.053602476176216, -118.53202572937604 34.053606054558806, -118.5320207636477 34.05361229069518, -118.5320153973292 34.053618534320925, -118.53200977721694 34.053624615907964, -118.5320040553934 34.05363038594178, -118.53200072607514 34.05363356498636, -118.53199464840166 34.05363907754062, -118.53198818012672 34.053644546016955, -118.53198149052693 34.05364982082506, -118.53197475417373 34.053654773819325, -118.53197103939182 34.053657364907735, -118.53196727608359 34.05365989609952, -118.53196014339602 34.05366444437873, -118.53195263181527 34.05366889700512, -118.53194513015865 34.053673017549514, -118.53194083192524 34.05367525197645, -118.53193308571737 34.0536790415595, -118.53192497758323 34.053682699634834, -118.53191672348797 34.05368611791135, -118.53190854473715 34.05368921669837, -118.53190408580325 34.053690786325014, -118.53189959554648 34.053692297410294, -118.53189525209562 34.05369364039877, -118.53189117981347 34.053694903476874, -118.53188242596245 34.0536973364259, -118.53187358791348 34.05369950783601, -118.53186488547121 34.0537013723719, -118.53185994285829 34.053702321556216, -118.53185113310123 34.053703804434086, -118.53184226671196 34.053705034238746, -118.5318372530016 34.05370561877987, -118.53182854390761 34.0537064371371, -118.5318234909687 34.05370680144598, -118.53181451989401 34.05370725170702, -118.53180530304138 34.053707448296535, -118.53179631661926 34.05370737766788, -118.53179125522881 34.053707223919155, -118.53178227835016 34.05370676109932, -118.53177310025352 34.05370602151254, -118.53176396341432 34.053705009815886, -118.53175509852694 34.053703770791856, -118.53175012064335 34.05370295832286, -118.53174134616765 34.05370133533876, -118.53173126111732 34.05369911845291, -118.53172711397204 34.053698071902296, -118.53172132733228 34.05369635275154, -118.53171558877337 34.05369435287411, -118.53171453206384 34.05369393246115, -118.53171018619437 34.0536921897918, -118.53170612361204 34.05369038003989, -118.53170096792194 34.05368783374039, -118.53161371169683 34.05363942693408))",13837,13838,3747,129B125,23684,1000,1098,90272,1001,1099,90272,N,PALISAIR,PL,,,,4182600,418.54226812300004,4,Local Street,,PALISAIR PL  \nStreet Designation: Local Street
418,549,"MULTILINESTRING ((-118.27232610872643 34.106749147023514, -118.27206537030419 34.10742285677648, -118.27186991352296 34.107927874095246))",14723,14692,5728,150A205,25501,2700,2798,90027,2701,2799,90027,N,HYPERION,AVE,,,,2723200,450.641662075,0,,,
419,550,"MULTILINESTRING ((-118.23678442715232 34.106503002974215, -118.2377173849779 34.10654223764639))",14711,15017,1288,150B213,25503,2351,2399,90065,2350,2398,90065,W,AVENUE 31,,,,,0317300,282.781644826,4,Local Street,,AVENUE 31    \nStreet Designation: Local Street
420,611,"MULTILINESTRING ((-118.39985021873709 34.03138404124327, -118.40044435906965 34.03139169676858, -118.40046448747552 34.031390738374476, -118.4004825868427 34.03138857449216, -118.40050224157574 34.031385981816086, -118.40052292358463 34.031382527016504, -118.40054826508943 34.03137820233582, -118.40057315483618 34.03137394927696, -118.40059581538254 34.031370487900205, -118.4006184055716 34.03136669328608, -118.40064090826814 34.031362576940936, -118.40066332344449 34.03135813314018, -118.40068563909502 34.03135336764844, -118.40070227449814 34.03134954268991))",17386,17389,4129,123B165,28935,9801,9849,90034,9800,9848,90034,W,NATIONAL,BLVD,,,,3861000,259.77877023599996,2,Secondary Highway,,NATIONAL BLVD  \nStreet Designation: Secondary Highway
421,527,"MULTILINESTRING ((-118.4680586287181 34.04514079600032, -118.46808037891917 34.04512317528862, -118.46808404332788 34.04512020853382, -118.46850138605583 34.04478212524937, -118.46850401835175 34.04477998828431, -118.46867504878018 34.044641437771034, -118.46867985538609 34.044637663665824, -118.46868200758722 34.044636068119814, -118.46868640193497 34.04463297399969, -118.46869092936178 34.044630003876556, -118.4686932389437 34.04462857373781, -118.46869794458257 34.04462580472084, -118.46870033723316 34.04462447158056, -118.46870521255212 34.04462191515235, -118.46870768318576 34.04462069191106, -118.46871019182714 34.04461950143962, -118.4687152682053 34.044617234762605, -118.46872043824824 34.04461511513461, -118.46872568651472 34.04461314834026, -118.46872834791627 34.04461221918371, -118.4687337144059 34.04461048664568, -118.46873915396141 34.044608906961344, -118.4687418989768 34.04460817212203, -118.46874743273423 34.04460683537436, -118.46875021285592 34.04460622920589, -118.46875301381704 34.04460566016746, -118.46875864392054 34.04460464220119, -118.46876147480614 34.04460419756015, -118.46876716131239 34.044603426970774, -118.46877001524572 34.04460310675379, -118.46877574269749 34.044602586463725, -118.46878148827179 34.044602232121335, -118.46878436399857 34.04460211934228, -118.46879012816044 34.0446020139548, -118.4687930045848 34.0446020256866, -118.46879588639948 34.044602078901946, -118.46880164041892 34.04460231131475, -118.46880737991141 34.044602712664314, -118.46881024741559 34.0446029734578, -118.46881595392655 34.0446036253937, -118.46881879290126 34.04460401081149, -118.46882163385987 34.04460444345083, -118.46882726996698 34.04460541767789, -118.46883286403137 34.04460655951734, -118.46883564420393 34.04460718989696, -118.46884116054655 34.044608575340554, -118.46884661244013 34.04461011846528, -118.4688493163536 34.04461094664523, -118.46885466297752 34.04461272632512, -118.46885731254898 34.04461367493604, -118.46886254527494 34.044615685479805, -118.46886512842154 34.044616745981486, -118.46887022314817 34.04461898175794, -118.46887273470416 34.04462015273925, -118.46887768623365 34.04462260661273, -118.46888252853375 34.0446252040294, -118.46888490871878 34.044626555850826, -118.46888958539137 34.04462935713968, -118.46889187674526 34.04463081092058, -118.46889413561003 34.04463229631383, -118.46889856446839 34.04463536190402, -118.46890286165902 34.04463855538151, -118.46890495979736 34.04464019882986, -118.46890964942779 34.04464408491146, -118.46917943162617 34.044874827158324))",14160,14168,6261,126B145,24203,12101,12199,90049,12100,12198,90049,W,GOSHEN,AVE,,,,2268900,456.795799464,4,Local Street,,GOSHEN AVE  \nStreet Designation: Local Street
422,528,"MULTILINESTRING ((-118.26588038347576 34.11720916049762, -118.2648309735573 34.11801596859436))",14930,14572,2368,154-5A207,25330,3000,3048,90039,3001,3049,90039,N,SUNNYNOOK,DR,,,,5172700,432.547715005,4,Local Street,,SUNNYNOOK DR  \nStreet Designation: Local Street
423,529,"MULTILINESTRING ((-118.28044647821162 34.11714345730842, -118.28144173966933 34.11716657442586, -118.28144636187994 34.11716664667052, -118.28147933355183 34.11716669010107, -118.28151231050201 34.117166256925174, -118.28154527035521 34.117165345763816, -118.2815782044976 34.11716395377469, -118.28161110432968 34.11716208240908, -118.28164395955528 34.11715974027806, -118.28167676154126 34.11715691881469, -118.28170948965241 34.117153622360696, -118.28174216280202 34.11714984657851, -118.28177473801426 34.117145604448964, -118.28180722384413 34.11714088164039, -118.28183960657805 34.117135693927864, -118.2818718724496 34.117130041343636, -118.28190401624293 34.11712390815678, -118.28193601739063 34.11711731874571, -118.28196789136436 34.11711026878074, -118.28199960715642 34.1171027483161, -118.2820311596524 34.1170947716757, -118.28206253508095 34.11708633746061, -118.28209373518659 34.11707745282284, -118.28212474103573 34.117068116375506, -118.28215554574504 34.11705832813489, -118.28218614246 34.11704809670413, -118.28221651052165 34.117037419269465, -118.28224666717571 34.11702630724012, -118.28227657280596 34.11701474925934, -118.2823062378283 34.11700277249555, -118.28233564500111 34.11699036697087, -118.28236478568658 34.11697752268732, -118.28239365482351 34.116964269711936, -118.28242223688632 34.116950596631604, -118.28245053532108 34.11693650486977, -118.28247853983198 34.11692200303771, -118.28250458095626 34.11690801242878, -118.28262540404613 34.11684188247328))",14933,14934,8585,154-5A201,25334,4001,4099,90027,4000,4098,90027,W,BRAEBURN,WAY,,,,0695600,685.306607235,4,Local Street,,BRAEBURN WAY  \nStreet Designation: Local Street
424,530,"MULTILINESTRING ((-118.2668678457657 34.116449952508376, -118.2671310939753 34.11684569493186, -118.26715119951886 34.1168775416064, -118.26725949133723 34.1170490945835, -118.2673215034046 34.11715113838688, -118.26738350427023 34.11725501267072, -118.26744282165645 34.11735912471388, -118.26746975031931 34.11740496754809))",14938,14928,5123,154-5A205,25340,3701,3759,90039,0,0,90039,W,LEGION,LANE,,,,3176700,392.50116284300003,0,,,
425,531,"MULTILINESTRING ((-118.27700527991551 34.113733972777766, -118.2769957500279 34.11383607397803))",14959,14958,6159,153A203,25372,3390,3398,90027,3391,3399,90027,N,GRIFFITH PARK,BLVD,,,,2362300,37.268330433,0,,,
426,532,"MULTILINESTRING ((-118.3914436622028 34.0910497368627, -118.39144172788285 34.09136415709289))",13340,13039,7700,144B169,22694,1100,1124,90069,1101,1125,90069,N,CORY,AVE,,,,1360900,114.42495965100001,4,Local Street,,CORY AVE  \nStreet Designation: Local Street
427,533,"MULTILINESTRING ((-118.501427747716 34.05128349317399, -118.5015856871272 34.0515247292711, -118.50162374758568 34.05158167013841, -118.50166292003037 34.051637948024855, -118.50170356499586 34.05169404517551, -118.50174478288696 34.051748758829056, -118.50178744728781 34.051803254641385, -118.50183123765 34.05185712319001, -118.50187615558245 34.0519103458616, -118.50188871436677 34.05192468290313))",13857,13852,8240,129B133,23711,1200,1274,90272,1201,1275,90272,N,CAPRI,DR,,,,0959700,272.173961432,4,Local Street,,CAPRI DR  \nStreet Designation: Local Street
428,534,"MULTILINESTRING ((-118.49047222589789 34.05436066269351, -118.49006081072953 34.05375429853213, -118.4899215298881 34.05354901496182, -118.48949493015843 34.05269675834533))",14393,14058,8417,129B137,24564,201,299,90049,200,298,90049,S,BURLINGAME,AVE,,,,0812400,675.2168520619999,4,Local Street,,BURLINGAME AVE  \nStreet Designation: Local Street
429,535,"MULTILINESTRING ((-118.4759725942003 34.05263668246204, -118.47678060531719 34.05243537490982))",14059,14396,2032,129B141,24568,12201,12299,90049,12200,12298,90049,W,TWEED,LANE,,,,5420700,255.484382672,4,Local Street,,TWEED LANE  \nStreet Designation: Local Street
430,536,"MULTILINESTRING ((-118.2480079009328 34.11141341881718, -118.24786014943354 34.11153009876258, -118.24733308599107 34.111946309599226, -118.24721748541116 34.11203759813133))",14976,14669,8223,153B209,25415,2800,2858,90039,2801,2859,90039,N,CARILLON,ST,,,,0964100,329.910452374,4,Local Street,,CARILLON ST  \nStreet Designation: Local Street
431,537,"MULTILINESTRING ((-118.25051250364326 34.11109396880267, -118.2510222107979 34.11153229639337, -118.25272848951698 34.11299955481827))",14662,14631,9106,153B209,25421,3101,3199,90039,3100,3198,90039,W,ATWATER,AVE,,,,0280600,964.802351345,4,Local Street,,ATWATER AVE  \nStreet Designation: Local Street
432,538,"MULTILINESTRING ((-118.36475211194158 34.07428949315601, -118.36475924002403 34.07562234296569, -118.3647617327859 34.07608983309479))",13233,13456,5188,138B177,23007,100,198,90048,101,199,90048,N,LAUREL,AVE,,,,3129600,655.184594211,4,Local Street,,LAUREL AVE  \nStreet Designation: Local Street
433,539,"MULTILINESTRING ((-118.34862908808601 34.073565776214146, -118.34979771969826 34.073562799809345))",13250,13252,1251,138B181,23042,5901,5949,90036,5900,5948,90036,W,1ST,ST,,,,6199800,353.90419693,4,Local Street,,1ST ST  \nStreet Designation: Local Street
434,540,"MULTILINESTRING ((-118.34186237268136 34.07104842385319, -118.34293619993527 34.07104535552462))",13241,13243,1246,138B181,23082,5601,5649,90036,5600,5648,90036,W,2ND,ST,,,,6216500,325.204166786,4,Local Street,,2ND ST  \nStreet Designation: Local Street
435,541,"MULTILINESTRING ((-118.51810899580862 34.04781405016533, -118.51850878292407 34.049624649283075))",13685,13664,5530,129B129,23762,1000,1098,90272,1001,1099,90272,N,KAGAWA,ST,,,,2853500,669.949333128,4,Local Street,,KAGAWA ST  \nStreet Designation: Local Street
436,542,"MULTILINESTRING ((-118.523141847843 34.04704410310598, -118.52354166238071 34.04885461569909))",13696,13671,6885,129B129,23775,1000,1098,90272,1001,1099,90272,N,EMBURY,ST,,,,1789700,669.9200917019999,4,Local Street,,EMBURY ST  \nStreet Designation: Local Street
437,543,"MULTILINESTRING ((-118.20026497357595 34.12113768514166, -118.20014545149591 34.121568489161724, -118.20002655582415 34.12199693773232))",15289,16021,1266,156A227,26933,1500,1598,90042,1501,1599,90042,W,AVENUE 53,,,,,0346500,320.91594469999995,4,Local Street,,AVENUE 53    \nStreet Designation: Local Street
438,544,"MULTILINESTRING ((-118.19918665117113 34.12000063546464, -118.19919951376514 34.120933475648926))",15329,15294,1265,156A227,26947,1300,1398,90042,1301,1399,90042,W,AVENUE 54,,,,,0348600,339.500169243,4,Local Street,,AVENUE 54    \nStreet Designation: Local Street
439,545,"MULTILINESTRING ((-118.45211224051658 34.04254018508456, -118.45088035763368 34.04111132902761))",14209,14225,6704,126B149,24276,1701,1799,90025,1700,1798,90025,S,FEDERAL,AVE,,,,1930300,640.051343983,4,Local Street,,FEDERAL AVE  \nStreet Designation: Local Street
440,546,"MULTILINESTRING ((-118.24044824447037 34.109013237647154, -118.24205584915566 34.11102912506615))",14690,14664,1289,150B213,25469,2601,2799,90065,2600,2798,90065,W,AVENUE 30,,,,,0316500,880.34226715,4,Local Street,,AVENUE 30    \nStreet Designation: Local Street
441,547,"MULTILINESTRING ((-118.27485039005522 34.10892097116807, -118.27581746864053 34.10975310907501))",15002,14991,6159,150B201,25470,3000,3098,90027,3001,3099,90027,N,GRIFFITH PARK,BLVD,,,,2362800,421.19237788,0,,,
442,551,"MULTILINESTRING ((-118.28027004450557 34.10624628637161, -118.28046810514101 34.10620810506237, -118.28047350963476 34.106207165109794, -118.28047905370686 34.106206289236376, -118.28048461352758 34.10620549204137, -118.2804901856703 34.10620477782629, -118.28049577528223 34.10620414228565, -118.28050138064287 34.106203585423415, -118.28050699145308 34.10620311441944, -118.28051260941422 34.106202723545024, -118.2805182431385 34.10620241564253, -118.28052387887617 34.10620219503744, -118.2805295182997 34.10620204741406, -118.2805351597079 34.106201978500984, -118.28054079969324 34.10620199832452, -118.28054644167764 34.10620210115192, -118.2805520770393 34.106202281278485, -118.28055770751794 34.10620254442489, -118.2805633279568 34.10620289203437, -118.2805689538166 34.106203316915035, -118.28057455586767 34.10620382485949, -118.28058015992274 34.10620441723897, -118.28058574187038 34.10620508695363, -118.28059130861202 34.106205839712096, -118.28059685842702 34.1062066755184, -118.28060239643389 34.10620758148005, -118.28060790723427 34.106208583394015, -118.28061340278066 34.10620965404013, -118.28061886936167 34.106210809193186, -118.2806243138354 34.10621204168141, -118.28062973275124 34.10621334865042, -118.2806351175354 34.106214738707216, -118.28064045783587 34.10621620328882, -118.28064606021337 34.10621783327904, -118.28065108935895 34.10621937586681, -118.28065635302431 34.10622107534019, -118.28066157908819 34.10622284932233, -118.28066676069248 34.1062247049851, -118.28067190810758 34.10622662656161, -118.280677012774 34.10622862695243, -118.2806820712316 34.10623070044088, -118.28068708864187 34.10623284701492, -118.28069205983365 34.10623506382427, -118.28069698138043 34.106237355170386, -118.28070185843883 34.10623971961012, -118.2807066823823 34.10624215000763, -118.28071145495541 34.10624465351476, -118.28071617271699 34.106247230139495, -118.28072083388903 34.106249862711834, -118.28072544713662 34.106252569816924, -118.28072999867621 34.10625534576217, -118.28073449536116 34.10625818194451, -118.28073892001983 34.106261088422066, -118.2807432898191 34.10626405370561, -118.28074759961649 34.106267083531755, -118.28075184079992 34.10627017505818, -118.28075601681515 34.106273329708024, -118.28076013281903 34.106276546038146, -118.28076416986164 34.106279816936706, -118.28076814688805 34.10628314808436, -118.28077204667379 34.106286533796414, -118.28077587956605 34.1062899812048, -118.28077963520317 34.10629347888411, -118.28091085917426 34.10642003709527))",14716,15020,1705,150B201,25514,4101,4199,90027,4100,4198,90027,W,WANDA,DR,,,,5800300,226.50248911,4,Local Street,,WANDA DR  \nStreet Designation: Local Street
443,552,"MULTILINESTRING ((-118.51871840783724 34.04586268584477, -118.51911537299367 34.04766010787722))",13710,13686,5717,129B129,23801,900,998,90272,901,999,90272,N,ILIFF,ST,,,,2734400,665.078978239,4,Local Street,,ILIFF ST  \nStreet Designation: Local Street
444,553,"MULTILINESTRING ((-118.52770202510239 34.04475917164126, -118.52770180888001 34.04476005420331, -118.5276950945454 34.04478696284897, -118.52769242868678 34.04479771562943, -118.52752889232508 34.045456973833964, -118.52710666506695 34.047146274385305))",13728,13885,1852,129B125,23823,800,898,90272,801,899,90272,N,VIA DE LA PAZ,,,,,5684100,887.238138693,3,Collector Street,,VIA DE LA PAZ    \nStreet Designation: Collector Street
445,554,"MULTILINESTRING ((-118.46766335330264 34.041475686049715, -118.46655021002915 34.04052356247124, -118.46634769616692 34.04035033763364))",14221,14230,1636,126B145,24289,1301,1399,90025,1300,1398,90025,S,WELLESLEY,AVE,,,,5855900,571.47890976,4,Local Street,,WELLESLEY AVE  \nStreet Designation: Local Street
446,555,"MULTILINESTRING ((-118.46288642442966 34.04019324739332, -118.46323935379198 34.0398761973121, -118.46368554921935 34.03947536103496))",14233,14243,3911,126B145,24308,12101,12199,90025,12100,12198,90025,W,OHIO,AVE,,,,4018600,356.18225224199995,0,,,
447,556,"MULTILINESTRING ((-118.27086562170453 34.106242893139964, -118.27115857782437 34.10604615651905, -118.27116742319367 34.10604035467987, -118.27117633448462 34.10603472014086, -118.27118536834907 34.106029214132825, -118.27119451962547 34.10602383666731, -118.2712037814364 34.106018589190874, -118.27121315037796 34.10601348316067, -118.27122262298593 34.10600851142853, -118.27123220271535 34.106003678280196, -118.27124188267946 34.105998982299944, -118.27125165774001 34.10599443065519, -118.27126152788773 34.105990020483574, -118.2712714862452 34.1059857532317, -118.27128153970845 34.10598163317757, -118.27129167109096 34.105977666084556, -118.27130188720983 34.10597383190075, -118.27131218126189 34.10597015497145, -118.27132255150819 34.10596662957592, -118.2713329910574 34.105963252867205, -118.27134350163466 34.105960026272534, -118.27135407982689 34.10595695838675, -118.27136472043085 34.10595403634081, -118.27136669395568 34.10595352956273, -118.27137542178171 34.105951277312684, -118.2713861786762 34.10594866843334, -118.27139698598067 34.10594621830142, -118.2714078454204 34.10594392834426, -118.27141875352646 34.10594178998244, -118.2714297017336 34.10593981468477, -118.2714406883119 34.1059379995927, -118.27145171497283 34.10593634184001, -118.27146276968195 34.10593484431607, -118.27147385933081 34.1059335098678, -118.27148497530754 34.10593233565219, -118.2714961107069 34.10593131452871, -118.27150726731917 34.10593046796124, -118.27151844164764 34.10592977878338, -118.27152962681959 34.105929249872865, -118.27154082285828 34.10592888838565, -118.27155050712865 34.10592870489927, -118.27191101041781 34.10592410588108))",15024,14724,9260,150A205,25518,3031,3099,90039,3030,3098,90039,W,ANGUS,ST,,,,0190100,351.552226173,4,Local Street,,ANGUS ST  \nStreet Designation: Local Street
448,557,"MULTILINESTRING ((-118.36265117624473 34.0801468729945, -118.36266144490932 34.08161501255221))",13407,13138,5999,141B177,22878,500,598,90048,501,599,90048,N,HAYWORTH,AVE,,,,2530600,534.2929736030001,4,Local Street,,HAYWORTH AVE  \nStreet Designation: Local Street
449,558,"MULTILINESTRING ((-118.35321491076817 34.07823077858197, -118.35321563768044 34.07858414818751, -118.35321902082194 34.08022790627334))",13422,13157,6472,141B177,22911,400,498,90036,401,499,90036,N,GARDNER,ST,,,,2131100,726.793887808,4,Local Street,,GARDNER ST  \nStreet Designation: Local Street
450,559,"MULTILINESTRING ((-118.4461185221515 34.03219180975328, -118.44780703354581 34.03162041034053))",14309,14310,2249,123B149,24418,11705,11787,90064,11704,11786,90064,W,TENNESSEE,AVE,,,,5288800,552.240867657,4,Local Street,,TENNESSEE AVE  \nStreet Designation: Local Street
451,560,"MULTILINESTRING ((-118.44602707562667 34.030393461048206, -118.44694399863351 34.02993850673062))",14325,14326,9056,123B149,24444,11723,11799,90064,11722,11798,90064,W,AYRES,AVE,,,,0372900,323.413981111,4,Local Street,,AYRES AVE  \nStreet Designation: Local Street
452,561,"MULTILINESTRING ((-118.48888075569921 34.060426550680695, -118.48995220392348 34.0601234568239, -118.49149755356898 34.06009702073199))",14335,13984,3678,132B137,24458,12801,12899,90049,12800,12898,90049,W,PARKYNS,ST,,,,4212600,810.916564388,4,Local Street,,PARKYNS ST  \nStreet Designation: Local Street
453,562,"MULTILINESTRING ((-118.35425066103427 34.07613559371156, -118.35529053952897 34.0761310998513))",13450,13451,8773,138B177,22974,7551,7599,90036,7550,7584,90036,W,BEVERLY,BLVD,,,,0581500,314.90616507,0,,,
454,563,"MULTILINESTRING ((-118.34982714627375 34.08711834717182, -118.35111295927584 34.087114866078714))",13083,13081,1506,144B181,23281,7351,7399,90046,7350,7398,90046,W,WILLOUGHBY,AVE,,,,6013400,389.32813554800003,3,Collector Street,,WILLOUGHBY AVE  \nStreet Designation: Collector Street
455,564,"MULTILINESTRING ((-118.52881684155062 34.04029386330593, -118.52823544051056 34.042621402501254, -118.5282289055237 34.04264834330813))",13936,13754,1852,126B125,23890,600,698,90272,601,699,90272,N,VIA DE LA PAZ,,,,,5684300,875.158909211,3,Collector Street,,VIA DE LA PAZ    \nStreet Designation: Collector Street
456,565,"MULTILINESTRING ((-118.48067314906959 34.05782280395269, -118.48063344416784 34.05767457863469, -118.48062420788487 34.057637663392605, -118.48061577472846 34.057600763559286, -118.48060812332346 34.05756375041248, -118.48060124683188 34.057526631135445, -118.48059515050997 34.05748942288186, -118.4805898360597 34.05745212278254, -118.4805853087537 34.057414750853354, -118.48058155150272 34.057377325767995, -118.48057736790955 34.05732435245557, -118.48055959703109 34.057067911690815))",13988,14354,8202,132B141,24499,101,119,90049,100,118,90049,S,CARMELINA,AVE,,,,0973900,277.46439922900004,4,Local Street,,CARMELINA AVE  \nStreet Designation: Local Street
457,566,"MULTILINESTRING ((-118.4827977260956 34.054981417732115, -118.48276520431408 34.05491212052128))",14022,14029,9258,132B141,24527,12601,12699,90049,12600,12698,90049,W,ANITA,AVE,,,,0190700,27.074316712199998,0,,,
